时间,贴吧名,贴吧id,贴吧目录1,贴吧目录2,当日即时关注人数(网页获取),当日关注人数(api获取),当日即时主题贴数,当日即时贴子总数,当日即时精品贴总数,贴吧会员名,当日即时签到人数,当日即时签到排名,昨日关注人数,昨日签到人数,昨日签到排名,每周关注人数,每周签到人数,每周签到排名,每月关注人数,每月签到人数,每月签到排名
2020-04-27 09:48:45,新vtuber,27265302,无,无,3850,3848,896,30175,63,会员,249,0,0,0,0,0,0,0,0,0,0
2020-04-27 10:57:43,新vtuber,27265302,无,无,3850,3848,897,30181,63,会员,289,0,0,0,0,0,0,0,0,0,0
2020-04-27 12:06:12,新vtuber,27265302,无,无,3851,3848,898,30187,63,会员,318,0,0,0,0,0,0,0,0,0,0
2020-04-27 13:13:11,新vtuber,27265302,无,无,3851,3848,898,30192,63,会员,342,0,0,0,0,0,0,0,0,0,0
2020-04-27 14:20:05,新vtuber,27265302,无,无,3852,3848,898,30203,63,会员,358,0,0,0,0,0,0,0,0,0,0
2020-04-27 15:28:38,新vtuber,27265302,无,无,3853,3848,899,30206,63,会员,375,0,0,0,0,0,0,0,0,0,0
2020-04-27 16:37:24,新vtuber,27265302,无,无,3853,3848,899,30213,63,会员,387,0,0,0,0,0,0,0,0,0,0
2020-04-27 17:47:47,新vtuber,27265302,无,无,3854,3848,898,30216,63,会员,400,0,0,0,0,0,0,0,0,0,0
2020-04-27 18:54:40,新vtuber,27265302,无,无,3855,3848,898,30219,63,会员,415,0,0,0,0,0,0,0,0,0,0
2020-04-27 20:03:32,新vtuber,27265302,无,无,3856,3848,898,30227,63,会员,426,0,0,0,0,0,0,0,0,0,0
2020-04-27 21:12:27,新vtuber,27265302,无,无,3856,3848,898,30232,63,会员,431,0,0,0,0,0,0,0,0,0,0
2020-04-27 22:21:09,新vtuber,27265302,无,无,3856,3848,899,30239,63,会员,437,0,0,0,0,0,0,0,0,0,0
2020-04-27 23:27:50,新vtuber,27265302,无,无,3857,3848,899,30246,63,会员,452,0,0,0,0,0,0,0,0,0,0
2020-04-28 00:34:42,新vtuber,27265302,无,无,3859,3848,899,30251,63,会员,472,0,0,0,0,0,0,0,0,0,0
2020-04-28 01:42:58,新vtuber,27265302,无,无,3861,3859,899,30254,63,会员,32,0,0,0,0,0,0,0,0,0,0
2020-04-28 02:47:43,新vtuber,27265302,无,无,3861,3859,900,30258,63,会员,84,0,0,0,0,0,0,0,0,0,0
2020-04-28 03:52:23,新vtuber,27265302,无,无,3862,3859,900,30259,63,会员,109,0,0,0,0,0,0,0,0,0,0
2020-04-28 04:57:50,新vtuber,27265302,无,无,3862,3859,900,30259,63,会员,119,0,0,0,0,0,0,0,0,0,0
2020-04-28 06:02:18,新vtuber,27265302,无,无,3862,3859,900,30259,63,会员,124,0,0,0,0,0,0,0,0,0,0
2020-04-28 10:48:06,新vtuber,27265302,无,无,3865,3859,902,30288,63,会员,250,0,0,0,0,0,0,0,0,0,0
2020-04-28 12:06:18,新vtuber,27265302,无,无,3864,3859,903,30301,63,会员,282,0,0,0,0,0,0,0,0,0,0
2020-04-28 13:16:25,新vtuber,27265302,无,无,3864,3859,903,30304,63,会员,297,0,0,0,0,0,0,0,0,0,0
2020-04-28 14:25:16,新vtuber,27265302,无,无,3863,3859,903,30309,63,会员,317,0,0,0,0,0,0,0,0,0,0
2020-04-28 15:37:51,新vtuber,27265302,无,无,3864,3859,903,30310,63,会员,335,0,0,0,0,0,0,0,0,0,0
2020-04-28 16:49:00,新vtuber,27265302,无,无,3865,3859,903,30310,63,会员,344,0,0,0,0,0,0,0,0,0,0
2020-04-28 18:04:13,新vtuber,27265302,无,无,3866,3859,903,30314,63,会员,360,0,0,0,0,0,0,0,0,0,0
2020-04-28 19:20:29,新vtuber,27265302,无,无,3868,3859,903,30330,63,会员,376,0,0,0,0,0,0,0,0,0,0
2020-04-28 20:29:18,新vtuber,27265302,无,无,3868,3859,903,30335,63,会员,391,0,0,0,0,0,0,0,0,0,0
2020-04-28 21:39:28,新vtuber,27265302,无,无,3868,3859,904,30341,63,会员,404,0,0,0,0,0,0,0,0,0,0
2020-04-28 22:51:58,新vtuber,27265302,无,无,3869,3859,904,30348,63,会员,415,0,0,0,0,0,0,0,0,0,0
2020-04-29 00:01:38,新vtuber,27265302,无,无,3870,3859,904,30352,63,会员,430,0,0,0,0,0,0,0,0,0,0
2020-04-29 01:10:54,新vtuber,27265302,无,无,3870,3870,906,30368,63,会员,17,0,0,0,0,0,0,0,0,0,0
2020-04-29 02:20:07,新vtuber,27265302,无,无,3869,3870,906,30373,63,会员,61,0,0,0,0,0,0,0,0,0,0
2020-04-29 10:44:28,新vtuber,27265302,无,无,3871,3870,907,30389,63,会员,236,0,0,0,0,0,0,0,0,0,0
2020-04-29 11:50:27,新vtuber,27265302,无,无,3871,3870,907,30392,63,会员,267,0,0,0,0,0,0,0,0,0,0
2020-04-29 12:56:02,新vtuber,27265302,无,无,3873,3870,908,30402,63,会员,291,0,0,0,0,0,0,0,0,0,0
2020-04-29 14:02:35,新vtuber,27265302,无,无,3874,3870,908,30404,63,会员,304,0,0,0,0,0,0,0,0,0,0
2020-04-29 15:09:02,新vtuber,27265302,无,无,3875,3870,908,30409,63,会员,316,0,0,0,0,0,0,0,0,0,0
2020-04-29 16:16:47,新vtuber,27265302,无,无,3874,3870,908,30409,63,会员,324,0,0,0,0,0,0,0,0,0,0
2020-04-29 17:26:30,新vtuber,27265302,无,无,3874,3870,908,30409,63,会员,335,0,0,0,0,0,0,0,0,0,0
2020-04-29 18:35:20,新vtuber,27265302,无,无,3874,3870,908,30411,63,会员,349,0,0,0,0,0,0,0,0,0,0
2020-04-29 19:41:17,新vtuber,27265302,无,无,3874,3870,908,30413,63,会员,359,0,0,0,0,0,0,0,0,0,0
2020-04-29 20:58:21,新vtuber,27265302,无,无,3874,3870,908,30417,63,会员,371,0,0,0,0,0,0,0,0,0,0
2020-04-29 22:07:17,新vtuber,27265302,无,无,3874,3870,908,30418,63,会员,388,0,0,0,0,0,0,0,0,0,0
2020-04-29 23:17:30,新vtuber,27265302,无,无,3874,3870,909,30422,63,会员,405,0,0,0,0,0,0,0,0,0,0
2020-04-30 00:25:42,新vtuber,27265302,无,无,3873,3870,911,30432,64,会员,427,0,0,0,0,0,0,0,0,0,0
2020-04-30 01:32:56,新vtuber,27265302,无,无,3877,3875,911,30445,64,会员,33,0,0,0,0,0,0,0,0,0,0
2020-04-30 02:37:55,新vtuber,27265302,无,无,3876,3875,911,30456,64,会员,88,0,0,0,0,0,0,0,0,0,0
2020-04-30 03:42:21,新vtuber,27265302,无,无,3876,3875,912,30464,64,会员,110,0,0,0,0,0,0,0,0,0,0
2020-04-30 04:46:59,新vtuber,27265302,无,无,3877,3875,912,30466,64,会员,117,0,0,0,0,0,0,0,0,0,0
2020-04-30 05:51:41,新vtuber,27265302,无,无,3877,3875,912,30467,64,会员,122,0,0,0,0,0,0,0,0,0,0
2020-04-30 06:56:20,新vtuber,27265302,无,无,3877,3875,912,30469,64,会员,134,0,0,0,0,0,0,0,0,0,0
2020-04-30 08:01:58,新vtuber,27265302,无,无,3877,3875,912,30469,64,会员,155,0,0,0,0,0,0,0,0,0,0
2020-04-30 09:06:57,新vtuber,27265302,无,无,3877,3875,912,30470,64,会员,182,0,0,0,0,0,0,0,0,0,0
2020-04-30 14:00:51,新vtuber,27265302,无,无,3880,3875,912,30502,64,会员,314,0,0,0,0,0,0,0,0,0,0
2020-04-30 15:07:44,新vtuber,27265302,无,无,3880,3875,912,30509,64,会员,329,0,0,0,0,0,0,0,0,0,0
2020-04-30 16:13:19,新vtuber,27265302,无,无,3881,3875,912,30511,64,会员,342,0,0,0,0,0,0,0,0,0,0
2020-04-30 17:20:26,新vtuber,27265302,无,无,3882,3875,913,30519,64,会员,353,0,0,0,0,0,0,0,0,0,0
2020-04-30 18:33:46,新vtuber,27265302,无,无,3880,3875,913,30524,64,会员,371,0,0,0,0,0,0,0,0,0,0
2020-04-30 19:39:32,新vtuber,27265302,无,无,3881,3875,913,30528,64,会员,383,0,0,0,0,0,0,0,0,0,0
2020-04-30 20:47:03,新vtuber,27265302,无,无,3882,3875,913,30530,64,会员,397,0,0,0,0,0,0,0,0,0,0
2020-04-30 21:54:00,新vtuber,27265302,无,无,3883,3875,913,30533,64,会员,411,0,0,0,0,0,0,0,0,0,0
2020-04-30 23:03:28,新vtuber,27265302,无,无,3883,3875,913,30538,64,会员,422,0,0,0,0,0,0,0,0,0,0
2020-05-01 00:12:11,新vtuber,27265302,无,无,3884,3875,914,30546,64,会员,444,0,0,0,0,0,0,0,0,0,0
2020-05-01 01:19:43,新vtuber,27265302,无,无,3887,3886,916,30557,64,会员,29,0,0,0,0,0,0,0,0,0,0
2020-05-01 02:26:06,新vtuber,27265302,无,无,3889,3886,916,30571,64,会员,80,0,0,0,0,0,0,0,0,0,0
2020-05-01 03:30:24,新vtuber,27265302,无,无,3889,3886,917,30577,64,会员,124,0,0,0,0,0,0,0,0,0,0
2020-05-01 04:34:55,新vtuber,27265302,无,无,3890,3886,917,30579,64,会员,140,0,0,0,0,0,0,0,0,0,0
2020-05-01 05:39:31,新vtuber,27265302,无,无,3889,3886,917,30580,64,会员,151,0,0,0,0,0,0,0,0,0,0
2020-05-01 06:43:59,新vtuber,27265302,无,无,3890,3886,917,30581,64,会员,160,0,0,0,0,0,0,0,0,0,0
2020-05-01 07:48:37,新vtuber,27265302,无,无,3890,3886,917,30581,64,会员,177,0,0,0,0,0,0,0,0,0,0
2020-05-01 08:53:44,新vtuber,27265302,无,无,3890,3886,917,30583,64,会员,200,0,0,0,0,0,0,0,0,0,0
2020-05-01 09:59:16,新vtuber,27265302,无,无,3890,3886,917,30587,64,会员,237,0,0,0,0,0,0,0,0,0,0
2020-05-01 11:05:24,新vtuber,27265302,无,无,3892,3886,917,30592,64,会员,276,0,0,0,0,0,0,0,0,0,0
2020-05-01 12:11:40,新vtuber,27265302,无,无,3893,3886,917,30595,64,会员,298,0,0,0,0,0,0,0,0,0,0
2020-05-01 13:17:36,新vtuber,27265302,无,无,3894,3886,917,30596,64,会员,316,0,0,0,0,0,0,0,0,0,0
2020-05-01 14:23:21,新vtuber,27265302,无,无,3893,3886,917,30597,64,会员,337,0,0,0,0,0,0,0,0,0,0
2020-05-01 15:32:46,新vtuber,27265302,无,无,3894,3886,917,30598,64,会员,347,0,0,0,0,0,0,0,0,0,0
2020-05-01 16:42:22,新vtuber,27265302,无,无,3894,3886,917,30600,64,会员,360,0,0,0,0,0,0,0,0,0,0
2020-05-01 17:49:52,新vtuber,27265302,无,无,3894,3886,919,30605,64,会员,371,0,0,0,0,0,0,0,0,0,0
2020-05-01 18:56:46,新vtuber,27265302,无,无,3894,3886,919,30609,64,会员,385,0,0,0,0,0,0,0,0,0,0
2020-05-01 20:04:31,新vtuber,27265302,无,无,3894,3886,920,30630,64,会员,394,0,0,0,0,0,0,0,0,0,0
2020-05-01 21:14:55,新vtuber,27265302,无,无,3896,3886,920,30643,64,会员,402,0,0,0,0,0,0,0,0,0,0
2020-05-01 22:25:51,新vtuber,27265302,无,无,3897,3886,920,30646,64,会员,418,0,0,0,0,0,0,0,0,0,0
2020-05-01 23:36:58,新vtuber,27265302,无,无,3900,3886,921,30652,64,会员,438,0,0,0,0,0,0,0,0,0,0
2020-05-02 00:43:27,新vtuber,27265302,无,无,3901,3886,921,30661,64,会员,454,0,0,0,0,0,0,0,0,0,0
2020-05-02 01:51:23,新vtuber,27265302,无,无,3901,3900,920,30687,64,会员,44,0,0,0,0,0,0,0,0,0,0
2020-05-02 02:57:15,新vtuber,27265302,无,无,3904,3900,920,30692,64,会员,98,0,0,0,0,0,0,0,0,0,0
2020-05-02 04:01:55,新vtuber,27265302,无,无,3905,3900,920,30693,64,会员,119,0,0,0,0,0,0,0,0,0,0
2020-05-02 05:06:30,新vtuber,27265302,无,无,3905,3900,920,30693,64,会员,130,0,0,0,0,0,0,0,0,0,0
2020-05-02 06:10:40,新vtuber,27265302,无,无,3905,3900,920,30693,64,会员,134,0,0,0,0,0,0,0,0,0,0
2020-05-02 07:14:55,新vtuber,27265302,无,无,3906,3900,920,30700,64,会员,147,0,0,0,0,0,0,0,0,0,0
2020-05-02 08:19:42,新vtuber,27265302,无,无,3906,3900,920,30701,64,会员,169,0,0,0,0,0,0,0,0,0,0
2020-05-02 09:25:11,新vtuber,27265302,无,无,3907,3900,920,30707,64,会员,215,0,0,0,0,0,0,0,0,0,0
2020-05-02 10:30:31,新vtuber,27265302,无,无,3910,3900,920,30711,64,会员,254,0,0,0,0,0,0,0,0,0,0
2020-05-03 03:42:21,新vtuber,27265302,无,无,3923,3917,927,30839,64,会员,121,0,0,0,0,0,0,0,0,0,0
2020-05-03 04:47:31,新vtuber,27265302,无,无,3923,3917,927,30839,64,会员,129,0,0,0,0,0,0,0,0,0,0
2020-05-03 05:51:48,新vtuber,27265302,无,无,3923,3917,927,30840,64,会员,136,0,0,0,0,0,0,0,0,0,0
2020-05-03 06:56:17,新vtuber,27265302,无,无,3923,3917,927,30841,64,会员,144,0,0,0,0,0,0,0,0,0,0
2020-05-03 08:01:40,新vtuber,27265302,无,无,3923,3917,927,30842,64,会员,164,0,0,0,0,0,0,0,0,0,0
2020-05-03 09:06:29,新vtuber,27265302,无,无,3923,3917,927,30843,64,会员,197,0,0,0,0,0,0,0,0,0,0
2020-05-03 10:13:33,新vtuber,27265302,无,无,3926,3917,927,30844,64,会员,241,0,0,0,0,0,0,0,0,0,0
2020-05-03 11:19:21,新vtuber,27265302,无,无,3926,3917,927,30845,64,会员,270,0,0,0,0,0,0,0,0,0,0
2020-05-03 12:25:56,新vtuber,27265302,无,无,3928,3917,927,30857,64,会员,290,0,0,0,0,0,0,0,0,0,0
2020-05-03 13:37:18,新vtuber,27265302,无,无,3928,3917,927,30865,64,会员,309,0,0,0,0,0,0,0,0,0,0
2020-05-03 14:46:09,新vtuber,27265302,无,无,3929,3917,927,30871,64,会员,335,0,0,0,0,0,0,0,0,0,0
2020-05-03 15:54:48,新vtuber,27265302,无,无,3931,3917,927,30874,64,会员,347,0,0,0,0,0,0,0,0,0,0
2020-05-03 17:01:28,新vtuber,27265302,无,无,3931,3917,924,30875,64,会员,370,0,0,0,0,0,0,0,0,0,0
2020-05-03 18:08:46,新vtuber,27265302,无,无,3931,3917,924,30880,64,会员,383,0,0,0,0,0,0,0,0,0,0
2020-05-03 19:15:47,新vtuber,27265302,无,无,3931,3917,923,30883,64,会员,388,0,0,0,0,0,0,0,0,0,0
2020-05-03 20:23:33,新vtuber,27265302,无,无,3931,3917,922,30883,64,会员,396,0,0,0,0,0,0,0,0,0,0
2020-05-03 21:32:03,新vtuber,27265302,无,无,3932,3917,922,30890,64,会员,403,0,0,0,0,0,0,0,0,0,0
2020-05-03 22:40:15,新vtuber,27265302,无,无,3932,3917,924,30900,64,会员,411,0,0,0,0,0,0,0,0,0,0
2020-05-03 23:49:41,新vtuber,27265302,无,无,3932,3917,925,30918,64,会员,424,0,0,0,0,0,0,0,0,0,0
2020-05-04 01:01:55,新vtuber,27265302,无,无,3934,3934,926,30930,64,会员,5,0,0,0,0,0,0,0,0,0,0
2020-05-04 02:08:23,新vtuber,27265302,无,无,3936,3934,926,30939,64,会员,66,0,0,0,0,0,0,0,0,0,0
2020-05-04 03:13:11,新vtuber,27265302,无,无,3937,3934,926,30943,64,会员,102,0,0,0,0,0,0,0,0,0,0
2020-05-04 04:19:00,新vtuber,27265302,无,无,3938,3934,926,30951,64,会员,116,0,0,0,0,0,0,0,0,0,0
2020-05-04 05:23:43,新vtuber,27265302,无,无,3938,3934,926,30952,64,会员,126,0,0,0,0,0,0,0,0,0,0
2020-05-04 06:28:06,新vtuber,27265302,无,无,3938,3934,926,30952,64,会员,131,0,0,0,0,0,0,0,0,0,0
2020-05-04 07:32:53,新vtuber,27265302,无,无,3937,3934,925,30951,64,会员,150,0,0,0,0,0,0,0,0,0,0
2020-05-04 08:38:45,新vtuber,27265302,无,无,3937,3934,925,30952,64,会员,187,0,0,0,0,0,0,0,0,0,0
2020-05-04 09:44:45,新vtuber,27265302,无,无,3937,3934,925,30953,64,会员,223,0,0,0,0,0,0,0,0,0,0
2020-05-04 10:50:44,新vtuber,27265302,无,无,3938,3934,925,30957,64,会员,264,0,0,0,0,0,0,0,0,0,0
2020-05-04 11:56:57,新vtuber,27265302,无,无,3938,3934,925,30961,64,会员,289,0,0,0,0,0,0,0,0,0,0
2020-05-04 13:04:15,新vtuber,27265302,无,无,3937,3934,925,30970,64,会员,318,0,0,0,0,0,0,0,0,0,0
2020-05-04 14:11:19,新vtuber,27265302,无,无,3938,3934,925,30980,64,会员,342,0,0,0,0,0,0,0,0,0,0
2020-05-04 15:22:00,新vtuber,27265302,无,无,3939,3934,925,30983,64,会员,354,0,0,0,0,0,0,0,0,0,0
2020-05-04 16:28:53,新vtuber,27265302,无,无,3940,3934,926,30994,64,会员,373,0,0,0,0,0,0,0,0,0,0
2020-05-04 17:35:37,新vtuber,27265302,无,无,3941,3934,926,30995,64,会员,383,0,0,0,0,0,0,0,0,0,0
2020-05-04 18:45:49,新vtuber,27265302,无,无,3941,3934,926,30999,64,会员,390,0,0,0,0,0,0,0,0,0,0
2020-05-04 19:51:24,新vtuber,27265302,无,无,3942,3934,926,31002,64,会员,399,0,0,0,0,0,0,0,0,0,0
2020-05-04 20:57:04,新vtuber,27265302,无,无,3943,3934,926,31003,64,会员,410,0,0,0,0,0,0,0,0,0,0
2020-05-04 22:03:35,新vtuber,27265302,无,无,3943,3934,926,31005,64,会员,417,0,0,0,0,0,0,0,0,0,0
2020-05-04 23:09:39,新vtuber,27265302,无,无,3943,3934,926,31006,64,会员,424,0,0,0,0,0,0,0,0,0,0
2020-05-05 00:19:50,新vtuber,27265302,无,无,3948,3934,928,31025,64,会员,453,0,0,0,0,0,0,0,0,0,0
2020-05-05 01:26:14,新vtuber,27265302,无,无,3946,3948,929,31073,64,会员,27,0,0,0,0,0,0,0,0,0,0
2020-05-05 02:31:36,新vtuber,27265302,无,无,3950,3948,929,31109,64,会员,90,0,0,0,0,0,0,0,0,0,0
2020-05-05 03:36:07,新vtuber,27265302,无,无,3950,3948,929,31118,64,会员,123,0,0,0,0,0,0,0,0,0,0
2020-05-05 04:40:36,新vtuber,27265302,无,无,3950,3948,929,31120,64,会员,137,0,0,0,0,0,0,0,0,0,0
2020-05-05 05:45:19,新vtuber,27265302,无,无,3950,3948,929,31121,64,会员,147,0,0,0,0,0,0,0,0,0,0
2020-05-05 06:49:51,新vtuber,27265302,无,无,3950,3948,929,31121,64,会员,159,0,0,0,0,0,0,0,0,0,0
2020-05-05 07:54:12,新vtuber,27265302,无,无,3950,3948,929,31123,64,会员,177,0,0,0,0,0,0,0,0,0,0
2020-05-05 08:58:45,新vtuber,27265302,无,无,3950,3948,929,31125,64,会员,211,0,0,0,0,0,0,0,0,0,0
2020-05-05 10:04:45,新vtuber,27265302,无,无,3951,3948,930,31129,64,会员,243,0,0,0,0,0,0,0,0,0,0
2020-05-05 11:11:18,新vtuber,27265302,无,无,3951,3948,930,31132,64,会员,278,0,0,0,0,0,0,0,0,0,0
2020-05-05 12:18:03,新vtuber,27265302,无,无,3956,3948,931,31144,64,会员,307,0,0,0,0,0,0,0,0,0,0
2020-05-05 13:24:05,新vtuber,27265302,无,无,3959,3948,933,31181,64,会员,336,0,0,0,0,0,0,0,0,0,0
2020-05-05 14:33:11,新vtuber,27265302,无,无,3959,3948,934,31209,64,会员,366,0,0,0,0,0,0,0,0,0,0
2020-05-05 15:44:07,新vtuber,27265302,无,无,3960,3948,934,31222,64,会员,383,0,0,0,0,0,0,0,0,0,0
2020-05-05 16:54:06,新vtuber,27265302,无,无,3960,3948,934,31233,64,会员,400,0,0,0,0,0,0,0,0,0,0
2020-05-05 18:00:39,新vtuber,27265302,无,无,3960,3948,935,31237,64,会员,409,0,0,0,0,0,0,0,0,0,0
2020-05-05 19:08:57,新vtuber,27265302,无,无,3963,3948,936,31243,64,会员,416,0,0,0,0,0,0,0,0,0,0
2020-05-05 20:16:24,新vtuber,27265302,无,无,3966,3948,937,31252,64,会员,429,0,0,0,0,0,0,0,0,0,0
2020-05-05 21:23:18,新vtuber,27265302,无,无,3966,3948,939,31259,64,会员,445,0,0,0,0,0,0,0,0,0,0
2020-05-05 22:36:22,新vtuber,27265302,无,无,3968,3948,939,31265,64,会员,454,0,0,0,0,0,0,0,0,0,0
2020-05-05 23:44:08,新vtuber,27265302,无,无,3969,3948,939,31275,64,会员,467,0,0,0,0,0,0,0,0,0,0
2020-05-06 00:52:41,新vtuber,27265302,无,无,3970,3948,942,31305,64,会员,488,0,0,0,0,0,0,0,0,0,0
2020-05-06 01:58:19,新vtuber,27265302,无,无,3972,3970,942,31318,64,会员,48,0,0,0,0,0,0,0,0,0,0
2020-05-06 03:03:24,新vtuber,27265302,无,无,3972,3970,943,31333,64,会员,95,0,0,0,0,0,0,0,0,0,0
2020-05-06 04:08:20,新vtuber,27265302,无,无,3973,3970,943,31337,64,会员,118,0,0,0,0,0,0,0,0,0,0
2020-05-06 05:12:37,新vtuber,27265302,无,无,3973,3970,943,31339,64,会员,132,0,0,0,0,0,0,0,0,0,0
2020-05-06 06:17:05,新vtuber,27265302,无,无,3973,3970,943,31350,64,会员,142,0,0,0,0,0,0,0,0,0,0
2020-05-06 07:21:44,新vtuber,27265302,无,无,3973,3970,943,31350,64,会员,167,0,0,0,0,0,0,0,0,0,0
2020-05-06 08:25:49,新vtuber,27265302,无,无,3973,3970,943,31351,64,会员,192,0,0,0,0,0,0,0,0,0,0
2020-05-06 09:33:51,新vtuber,27265302,无,无,3972,3970,943,31353,64,会员,242,0,0,0,0,0,0,0,0,0,0
2020-05-06 10:42:15,新vtuber,27265302,无,无,3974,3970,943,31356,64,会员,273,0,0,0,0,0,0,0,0,0,0
2020-05-06 11:50:18,新vtuber,27265302,无,无,3975,3970,943,31360,64,会员,291,0,0,0,0,0,0,0,0,0,0
2020-05-06 12:57:43,新vtuber,27265302,无,无,3976,3970,944,31374,64,会员,316,0,0,0,0,0,0,0,0,0,0
2020-05-06 14:06:26,新vtuber,27265302,无,无,3976,3970,944,31378,64,会员,333,0,0,0,0,0,0,0,0,0,0
2020-05-06 15:14:20,新vtuber,27265302,无,无,3976,3970,944,31383,64,会员,341,0,0,0,0,0,0,0,0,0,0
2020-05-06 16:21:43,新vtuber,27265302,无,无,3978,3970,944,31386,64,会员,355,0,0,0,0,0,0,0,0,0,0
2020-05-06 17:29:59,新vtuber,27265302,无,无,3980,3970,944,31410,64,会员,368,0,0,0,0,0,0,0,0,0,0
2020-05-06 18:36:41,新vtuber,27265302,无,无,3982,3970,944,31410,64,会员,375,0,0,0,0,0,0,0,0,0,0
2020-05-06 19:42:12,新vtuber,27265302,无,无,3983,3970,944,31413,64,会员,386,0,0,0,0,0,0,0,0,0,0
2020-05-06 20:48:19,新vtuber,27265302,无,无,3984,3970,944,31415,64,会员,394,0,0,0,0,0,0,0,0,0,0
2020-05-06 21:56:44,新vtuber,27265302,无,无,3986,3970,945,31417,64,会员,405,0,0,0,0,0,0,0,0,0,0
2020-05-06 23:04:05,新vtuber,27265302,无,无,3986,3970,946,31421,64,会员,414,0,0,0,0,0,0,0,0,0,0
2020-05-07 00:10:06,新vtuber,27265302,无,无,3987,3970,946,31422,64,会员,437,0,0,0,0,0,0,0,0,0,0
2020-05-07 01:16:08,新vtuber,27265302,无,无,3988,3987,946,31426,64,会员,19,0,0,0,0,0,0,0,0,0,0
2020-05-07 02:23:17,新vtuber,27265302,无,无,3990,3987,946,31428,64,会员,70,0,0,0,0,0,0,0,0,0,0
2020-05-07 03:27:57,新vtuber,27265302,无,无,3989,3987,946,31430,64,会员,93,0,0,0,0,0,0,0,0,0,0
2020-05-07 04:32:07,新vtuber,27265302,无,无,3989,3987,946,31432,64,会员,110,0,0,0,0,0,0,0,0,0,0
2020-05-07 05:36:10,新vtuber,27265302,无,无,3989,3987,946,31432,64,会员,113,0,0,0,0,0,0,0,0,0,0
2020-05-07 06:40:40,新vtuber,27265302,无,无,3989,3987,946,31433,64,会员,121,0,0,0,0,0,0,0,0,0,0
2020-05-07 07:46:01,新vtuber,27265302,无,无,3989,3987,946,31435,64,会员,139,0,0,0,0,0,0,0,0,0,0
2020-05-07 08:51:09,新vtuber,27265302,无,无,3989,3987,946,31436,64,会员,168,0,0,0,0,0,0,0,0,0,0
2020-05-07 09:56:45,新vtuber,27265302,无,无,3990,3987,946,31441,64,会员,210,0,0,0,0,0,0,0,0,0,0
2020-05-07 11:03:21,新vtuber,27265302,无,无,3991,3987,946,31441,64,会员,243,0,0,0,0,0,0,0,0,0,0
2020-05-07 12:12:27,新vtuber,27265302,无,无,3991,3987,946,31443,64,会员,267,0,0,0,0,0,0,0,0,0,0
2020-05-07 13:21:28,新vtuber,27265302,无,无,3996,3987,947,31454,64,会员,290,0,0,0,0,0,0,0,0,0,0
2020-05-07 14:29:18,新vtuber,27265302,无,无,3999,3987,947,31473,64,会员,317,0,0,0,0,0,0,0,0,0,0
2020-05-07 15:37:10,新vtuber,27265302,无,无,4001,3987,947,31483,64,会员,331,0,0,0,0,0,0,0,0,0,0
2020-05-07 16:45:39,新vtuber,27265302,无,无,4002,3987,947,31483,64,会员,338,0,0,0,0,0,0,0,0,0,0
2020-05-07 17:52:46,新vtuber,27265302,无,无,4003,3987,947,31488,64,会员,344,0,0,0,0,0,0,0,0,0,0
2020-05-07 18:58:56,新vtuber,27265302,无,无,4004,3987,947,31492,64,会员,353,0,0,0,0,0,0,0,0,0,0
2020-05-07 20:05:06,新vtuber,27265302,无,无,4003,3987,948,31496,64,会员,361,0,0,0,0,0,0,0,0,0,0
2020-05-07 21:11:54,新vtuber,27265302,无,无,4005,3987,948,31497,64,会员,378,0,0,0,0,0,0,0,0,0,0
2020-05-07 22:19:59,新vtuber,27265302,无,无,4005,3987,948,31498,64,会员,387,0,0,0,0,0,0,0,0,0,0
2020-05-08 20:44:54,新vtuber,27265302,无,无,4041,4013,941,31566,64,会员,391,0,0,0,0,0,0,0,0,0,0
2020-05-08 21:52:34,新vtuber,27265302,无,无,4046,4013,943,31589,64,会员,404,0,0,0,0,0,0,0,0,0,0
2020-05-09 02:38:11,新vtuber,27265302,无,无,4053,4053,940,31643,64,会员,84,0,0,0,0,0,0,0,0,0,0
2020-05-09 03:42:23,新vtuber,27265302,无,无,4053,4053,941,31646,64,会员,118,0,0,0,0,0,0,0,0,0,0
2020-05-09 04:46:49,新vtuber,27265302,无,无,4053,4053,941,31646,64,会员,121,0,0,0,0,0,0,0,0,0,0
2020-05-09 05:50:55,新vtuber,27265302,无,无,4055,4053,941,31647,64,会员,129,0,0,0,0,0,0,0,0,0,0
2020-05-09 06:54:55,新vtuber,27265302,无,无,4055,4053,941,31647,64,会员,137,0,0,0,0,0,0,0,0,0,0
2020-05-09 07:59:33,新vtuber,27265302,无,无,4055,4053,941,31647,64,会员,157,0,0,0,0,0,0,0,0,0,0
2020-05-09 08:15:31,新vtuber,27265302,无,无,4055,4053,941,31648,64,会员,169,0,0,0,0,0,0,0,0,0,0
